id,geo_point_2d,code_com,xlong,ylat,capacite,capacite_cargo,mobilier,protection,couverture,acces,surveillance,lumiere,url_info,d_service,source,proprietaire,gestionnaire,date_maj,commentaires,nom_local,commune_local,adresse_local,type,code,epci,lon,lat
104,"45.18651582891086,5.722760374995654",38185.0,5.722760374995654,45.18651582891086,5,0,RATELIER AVEC ARCEAUX,CONSIGNE COLLECTIVE FERMEE,True,PAYANT,False,True,https://www.veloplus-m.fr/,2021-06-04,SMMAG,SMMAG,Mvélo+,2021-08-04,minibox,CHANARON,GRENOBLE,11 rue du Lieutenant Chanaron,stationnementcyclable,90,LaMetro,5.72276,45.18652
105,"45.206699214066155,5.662494412449805",38474.0,5.662494412449805,45.20669921406616,5,0,RATELIER AVEC ARCEAUX,CONSIGNE COLLECTIVE FERMEE,True,PAYANT,False,True,https://www.veloplus-m.fr/,2021-06-04,SMMAG,SMMAG,Mvélo+,2021-08-04,minibox,REPUBLIQUE,SASSENAGE,2-4 rue de la République,stationnementcyclable,91,LaMetro,5.66249,45.2067
107,"45.19276882678275,5.717493363425998",38185.0,5.717493363425998,45.19276882678275,5,0,RATELIER AVEC ARCEAUX,CONSIGNE COLLECTIVE FERMEE,True,PAYANT,False,True,https://www.veloplus-m.fr/,2022-03-01,SMMAG,SMMAG,Mvélo+,2022-03-01,minibox,ARSONVAL,GRENOBLE,5-7 rue d'Arsonval,stationnementcyclable,92,LaMetro,5.71749,45.19277
108,"45.19824427880338,5.692664613601757",31169.0,5.692664613601757,45.19824427880338,5,0,RATELIER AVEC ARCEAUX,CONSIGNE COLLECTIVE FERMEE,True,PAYANT,False,True,https://www.veloplus-m.fr/,2022-03-01,SMMAG,SMMAG,Mvélo+,2022-03-01,minibox,JOLIOT CURIE,FONTAINE,123 boulevard Joliot Curie,stationnementcyclable,93,LaMetro,5.69266,45.19824
110,"45.156195905340354,5.708108087429289",38151.0,5.708108087429289,45.156195905340354,5,0,RATELIER AVEC ARCEAUX,CONSIGNE COLLECTIVE FERMEE,True,PAYANT,False,True,https://www.veloplus-m.fr/,2022-03-01,SMMAG,SMMAG,Mvélo+,2022-03-01,minibox,NAVIS,ECHIROLLES,20 cours Jean Jaurès,stationnementcyclable,94,LaMetro,5.70811,45.1562
38,"45.19206423812199,5.712925395829962",38185.0,5.712925395829962,45.19206423812199,70,1,DIVERS : RACK VERTICAL ET ARCE,CONSIGNE COLLECTIVE FERMEE,True,PAYANT,True,True,https://www.veloplus-m.fr/,2020-04-01,SMMAG,SMMAG,Mvélo+,2021-05-18,Park,Park gare Europole,GRENOBLE,2 Avenue Doyen Louis Weil,stationnementcyclable,95,LaMetro,5.71293,45.19206
39,"45.18142079982441,5.714075929740791",38185.0,5.714075929740791,45.18142079982441,40,1,DIVERS : RACK VERTICAL ET ARCE,CONSIGNE COLLECTIVE FERMEE,True,PAYANT,True,True,https://www.veloplus-m.fr/,2020-04-01,SMMAG,SMMAG,Mvélo+,2021-05-18,Park,Park Irvoy,GRENOBLE,18 Rue Irvoy,stationnementcyclable,96,LaMetro,5.71408,45.18142
40,"45.185827793529725,5.712676137872966",38185.0,5.712676137872966,45.185827793529725,60,1,DIVERS : RACK VERTICAL ET ARCE,CONSIGNE COLLECTIVE FERMEE,True,PAYANT,True,True,https://www.veloplus-m.fr/,2020-04-01,SMMAG,SMMAG,Mvélo+,2021-05-18,Park,Park Saint-Bruno,GRENOBLE,33 bis Rue Nicolas Chorier,stationnementcyclable,97,LaMetro,5.71268,45.18583
41,"45.19485137766205,5.733306765873736",38185.0,5.733306765873736,45.19485137766205,91,1,DIVERS : RACK VERTICAL ET ARCE,CONSIGNE COLLECTIVE FERMEE,True,PAYANT,True,True,https://www.veloplus-m.fr/,2020-04-01,SMMAG,SMMAG,Mvélo+,2021-05-18,Park,Park Notre Dame Musée,GRENOBLE,50 Avenue Maréchal Randon,stationnementcyclable,98,LaMetro,5.73331,45.19485
42,"45.186176875436374,5.726688260365962",38185.0,5.726688260365962,45.18617687543637,109,1,DIVERS : RACK VERTICAL ET ARCE,CONSIGNE COLLECTIVE FERMEE,True,PAYANT,True,True,https://www.veloplus-m.fr/,2020-04-01,SMMAG,SMMAG,Mvélo+,2021-05-18,Park,Park Victor Hugo,GRENOBLE,Rue François Raoult,stationnementcyclable,99,LaMetro,5.72669,45.18618
43,"45.18845436098084,5.741103479081844",38185.0,5.741103479081844,45.18845436098084,116,1,DIVERS : RACK VERTICAL ET ARCE,CONSIGNE COLLECTIVE FERMEE,True,PAYANT,True,True,https://www.veloplus-m.fr/,2020-04-01,SMMAG,SMMAG,Mvélo+,2021-05-18,Park,Park Mistral Mairie,GRENOBLE,419 Avenue de Valmy,stationnementcyclable,100,LaMetro,5.7411,45.18845
44,"45.16532492335449,5.730768203729038",38185.0,5.730768203729038,45.16532492335449,58,1,DIVERS : RACK VERTICAL ET ARCE,CONSIGNE COLLECTIVE FERMEE,True,PAYANT,True,True,https://www.veloplus-m.fr/,2020-04-01,SMMAG,SMMAG,Mvélo+,2021-05-18,Park,Park Arlequins,GRENOBLE,40 Rue des Trembles,stationnementcyclable,101,LaMetro,5.73077,45.16532
45,"45.16200017928209,5.738740479664096",38185.0,5.738740479664096,45.16200017928209,52,1,DIVERS : RACK VERTICAL ET ARCE,CONSIGNE COLLECTIVE FERMEE,True,PAYANT,True,True,https://www.veloplus-m.fr/,2020-04-01,SMMAG,SMMAG,Mvélo+,2021-05-18,Park,Park Géants,GRENOBLE,10 Place des Géants,stationnementcyclable,102,LaMetro,5.73874,45.162
84,"45.188842653736465,5.710743709185331",38185.0,5.710743709185331,45.18884265373647,40,1,DIVERS : RACK VERTICAL ET ARCE,CONSIGNE COLLECTIVE FERMEE,True,PAYANT,True,True,https://www.veloplus-m.fr/,2020-04-01,SMMAG,SMMAG,Mvélo+,2021-05-18,Park,Park Le Cèdre,GRENOBLE,Rue Anthoard,stationnementcyclable,103,LaMetro,5.71074,45.18884
85,"45.18919661283872,5.71679688634598",38185.0,5.71679688634598,45.18919661283872,244,1,DIVERS : RACK VERTICAL ET ARCE,CONSIGNE COLLECTIVE FERMEE,True,PAYANT,True,True,https://www.veloplus-m.fr/,2020-04-01,SMMAG,SMMAG,Mvélo+,2021-05-18,Park,Park Estacade,GRENOBLE,22 Rue Colonel Denfert Rochereau,stationnementcyclable,104,LaMetro,5.7168,45.1892
86,"45.20277015862671,5.704257973161902",38185.0,5.704257973161902,45.20277015862671,37,1,DIVERS : RACK VERTICAL ET ARCE,CONSIGNE COLLECTIVE FERMEE,True,PAYANT,True,True,https://www.veloplus-m.fr/,2020-04-01,SMMAG,SMMAG,Mvélo+,2021-05-18,Park,Park Presqu'île,GRENOBLE,84 rue des Martyrs,stationnementcyclable,105,LaMetro,5.70426,45.20277
87,"45.19327038782056,5.712308044578671",38185.0,5.712308044578671,45.19327038782056,62,1,DIVERS : RACK VERTICAL ET ARCE,CONSIGNE COLLECTIVE FERMEE,True,PAYANT,True,True,https://www.veloplus-m.fr/,2020-04-01,SMMAG,SMMAG,Mvélo+,2021-05-18,Park,Park Gare Palais de justice,GRENOBLE,34 Avenue Doyen Louis Weil,stationnementcyclable,106,LaMetro,5.71231,45.19327
88,"45.19181838700726,5.725317638061845",38185.0,5.725317638061845,45.19181838700726,52,1,DIVERS : RACK VERTICAL ET ARCE,CONSIGNE COLLECTIVE FERMEE,True,PAYANT,True,True,https://www.veloplus-m.fr/,2020-04-01,SMMAG,SMMAG,Mvélo+,2021-05-18,Park,Park Grenette Téléphérique,GRENOBLE,7 Rue de Belgrade,stationnementcyclable,107,LaMetro,5.72532,45.19182
